Town,Year,Property Type,Residential Type,NumSales,MedianSale,AvgSalesRatio
Washington,2021.0,Residential,Condo,2,430000.0,0.42345
Washington,2021.0,Residential,Single Family,86,709000.0,0.741264502372093
Washington,2022.0,Residential,Condo,6,422500.0,0.38415
Washington,2022.0,Residential,Four Family,1,7000000.0,0.4284
Washington,2022.0,Residential,Single Family,67,1006250.0,0.5444472806153846
Washington,2022.0,Residential,Three Family,1,419000.0,0.7179
Washington,2022.0,Residential,Two Family,2,392500.0,0.6085499999999999
Washington,2023.0,Residential,Condo,3,465000.0,0.3821666666666667
Washington,2023.0,Residential,Single Family,33,822500.0,2.559918181818182
Washington,2023.0,Residential,Two Family,1,700000.0,0.4016
Waterbury,2006.0,Condo,Condo,149,101212.5,0.32780106218007427
Waterbury,2006.0,Four Family,Four Family,6,186000.0,0.42094173749999997
Waterbury,2006.0,Single Family,Single Family,306,164300.0,0.5225159655639654
Waterbury,2006.0,Three Family,Three Family,90,190250.0,0.49795037713469825
Waterbury,2006.0,Two Family,Two Family,57,182597.5,0.48093217336691174
Waterbury,2007.0,Condo,Condo,390,107500.0,0.40208986737340857
Waterbury,2007.0,Four Family,Four Family,6,193000.0,0.4592965614
Waterbury,2007.0,Single Family,Single Family,751,161462.5,0.5035193091409804
Waterbury,2007.0,Three Family,Three Family,149,188250.0,0.478181048501474
Waterbury,2007.0,Two Family,Two Family,111,167725.0,0.49813274665252527
Waterbury,2008.0,Condo,Condo,63,88000.0,0.8641650272222222
Waterbury,2008.0,Four Family,Four Family,6,73500.0,2.1719360455
Waterbury,2008.0,Single Family,Single Family,185,139000.0,1.1756708412
Waterbury,2008.0,Three Family,Three Family,50,55000.0,2.54270022682
Waterbury,2008.0,Two Family,Two Family,23,109000.0,1.6462301636086958
Waterbury,2009.0,Condo,Condo,186,78000.0,0.9765056129032258
Waterbury,2009.0,Four Family,Four Family,19,34600.0,5.814514870473684
Waterbury,2009.0,Single Family,Single Family,695,128000.0,1.3168467362877698
Waterbury,2009.0,Three Family,Three Family,186,40000.0,3.484931124043011
Waterbury,2009.0,Two Family,Two Family,140,69000.0,2.38906864615
Waterbury,2010.0,Condo,Condo,231,58000.0,1.2885093785367965
Waterbury,2010.0,Four Family,Four Family,15,40000.0,4.599353675133333
Waterbury,2010.0,Single Family,Single Family,707,113500.0,1.5717103085063648
Waterbury,2010.0,Three Family,Three Family,184,36050.0,5.542419829043479
Waterbury,2010.0,Two Family,Two Family,126,70250.0,2.4317915489047617
Waterbury,2011.0,Condo,Condo,197,41992.0,1.5824076315714286
Waterbury,2011.0,Four Family,Four Family,24,36750.0,4.700538512416666
Waterbury,2011.0,Single Family,Single Family,620,100000.0,2.05612849725
Waterbury,2011.0,Three Family,Three Family,155,33000.0,5.917352510516129
Waterbury,2011.0,Two Family,Two Family,127,50000.0,4.988905551992127
Waterbury,2012.0,Condo,Condo,158,34500.0,1.4638657089171974
Waterbury,2012.0,Four Family,Four Family,14,59564.0,4.426718682428572
Waterbury,2012.0,Single Family,Single Family,524,92000.0,1.9855331956469466
Waterbury,2012.0,Three Family,Three Family,112,29350.0,7.739623440071428
Waterbury,2012.0,Two Family,Two Family,82,70000.0,2.532394287219512
Waterbury,2013.0,Condo,Condo,65,50025.0,0.8637887706886792
Waterbury,2013.0,Four Family,Four Family,9,84600.0,2.0485466104166665
Waterbury,2013.0,Single Family,Single Family,201,80000.0,1.2629505310702247
Waterbury,2013.0,Three Family,Three Family,42,18726.0,3.207360860435897
Waterbury,2013.0,Two Family,Two Family,16,38500.0,2.4256032615666667
Waterbury,2014.0,Condo,Condo,240,51000.0,0.821605178934066
Waterbury,2014.0,Four Family,Four Family,20,34000.0,2.4771804298958333
Waterbury,2014.0,Single Family,Single Family,787,79596.5,1.3283137350666192
Waterbury,2014.0,Three Family,Three Family,151,32725.0,2.5645988619519366
Waterbury,2014.0,Two Family,Two Family,130,54012.5,1.769894375397222
Waterbury,2015.0,Condo,Condo,277,32500.0,0.8687949195307971
Waterbury,2015.0,Four Family,Four Family,21,60000.0,2.0174306334761902
Waterbury,2015.0,Single Family,Single Family,883,80000.0,1.3011209252083806
Waterbury,2015.0,Three Family,Three Family,136,45000.0,2.254631450242647
Waterbury,2015.0,Two Family,Two Family,133,58800.0,1.5057460455864662
Waterbury,2016.0,Condo,Condo,198,35000.0,0.9752404448451777
Waterbury,2016.0,Four Family,Four Family,28,120169.5,1.2023531034642858
Waterbury,2016.0,Single Family,Single Family,886,89900.0,1.156165630612867
Waterbury,2016.0,Three Family,Three Family,122,53500.0,1.614060297319672
Waterbury,2016.0,Two Family,Two Family,107,73500.0,1.3222573467383176
Waterbury,2017.0,Condo,Condo,144,70125.0,0.7300949953345071
Waterbury,2017.0,Four Family,Four Family,12,142500.0,0.7045915262500001
Waterbury,2017.0,Single Family,Single Family,690,97000.0,1.0869175264492754
Waterbury,2017.0,Three Family,Three Family,93,100633.5,1.073462346570652
Waterbury,2017.0,Two Family,Two Family,72,70632.5,1.1703126228333334
Waterbury,2018.0,Condo,Condo,83,52600.0,0.7189258624948481
Waterbury,2018.0,Four Family,Four Family,7,157500.0,0.8258011110000001
Waterbury,2018.0,Single Family,Single Family,252,118000.0,0.8652460545494927
Waterbury,2018.0,Three Family,Three Family,32,96500.0,0.830640196408046
Waterbury,2018.0,Two Family,Two Family,38,92250.0,0.8366792638375
Waterbury,2019.0,Condo,Condo,292,57555.0,0.6907482628122833
Waterbury,2019.0,Four Family,Four Family,32,146625.0,0.8892624061944445
Waterbury,2019.0,Single Family,Single Family,981,127000.0,0.7363274819696618
Waterbury,2019.0,Three Family,Three Family,187,113125.0,0.7350672034741579
Waterbury,2019.0,Two Family,Two Family,155,123000.0,0.7105624924207445
Waterbury,2020.0,Apartments,nan,9,255000.0,0.5127444444444444
Waterbury,2020.0,Condo,Condo,223,61750.0,0.6324656854430428
Waterbury,2020.0,Four Family,Four Family,13,201000.0,1.9893384615384615
Waterbury,2020.0,Residential,Condo,78,80000.0,0.5570108066666667
Waterbury,2020.0,Residential,Four Family,9,180500.0,0.8222521073333333
Waterbury,2020.0,Residential,Single Family,392,167000.0,0.5609105530561225
Waterbury,2020.0,Residential,Three Family,54,154000.0,0.5355878291296295
Waterbury,2020.0,Residential,Two Family,59,150000.0,0.525713382661017
Waterbury,2020.0,Single Family,Single Family,727,137000.0,0.7267359402049519
Waterbury,2020.0,Three Family,Three Family,109,145000.0,0.7429921595688074
Waterbury,2020.0,Two Family,Two Family,115,134500.0,0.8889166961842105
Waterbury,2021.0,Apartments,nan,48,422500.0,0.5111968862083333
Waterbury,2021.0,Residential,Condo,387,93000.0,0.47930640971834626
Waterbury,2021.0,Residential,Four Family,37,250000.0,0.4234949257297297
Waterbury,2021.0,Residential,Single Family,1275,189900.0,0.4879719843121568
Waterbury,2021.0,Residential,Three Family,282,183350.0,0.44777136869858153
Waterbury,2021.0,Residential,Two Family,213,180000.0,0.44598141523943663
Waterbury,2022.0,Apartments,nan,48,675000.0,0.4157107570909091
Waterbury,2022.0,Residential,Condo,362,126250.0,0.4337015919174332
Waterbury,2022.0,Residential,Four Family,41,301851.25,0.334761010277311
Waterbury,2022.0,Residential,Single Family,1119,217500.0,0.4780285889064365
Waterbury,2022.0,Residential,Three Family,291,235125.0,0.36854415736857105
Waterbury,2022.0,Residential,Two Family,204,207500.0,0.418494027856726
Waterbury,2023.0,Apartments,nan,25,600000.0,0.38807200000000003
Waterbury,2023.0,Residential,Condo,280,130000.0,0.4328032142857143
Waterbury,2023.0,Residential,Four Family,37,290000.0,0.46009189189189187
Waterbury,2023.0,Residential,Single Family,902,239450.0,0.5642124168514412
Waterbury,2023.0,Residential,Three Family,173,295000.0,0.3293705202312139
Waterbury,2023.0,Residential,Two Family,139,235000.0,0.4675258992805756
Waterbury,2024.0,Apartments,nan,24,622000.0,1.5535083333333333
Waterbury,2024.0,Residential,Condo,160,154750.0,0.39506375
Waterbury,2024.0,Residential,Four Family,21,400000.0,0.4044095238095238
Waterbury,2024.0,Residential,Single Family,569,257000.0,0.5413889279437609
Waterbury,2024.0,Residential,Three Family,110,312500.0,0.4006372727272727
Waterbury,2024.0,Residential,Two Family,89,290000.0,0.42846853932584267
Waterford,2006.0,Condo,Condo,13,203975.0,0.4673213041666667
Waterford,2006.0,Single Family,Single Family,69,282878.0,0.7988162687486934
Waterford,2006.0,Two Family,Two Family,1,95000.0,0.931578947
Waterford,2007.0,Condo,Condo,44,198800.0,0.45339503420512817
Waterford,2007.0,Single Family,Single Family,227,275500.0,0.5841770243298241
Waterford,2007.0,Two Family,Two Family,2,252500.0,0.49419937199999997
Waterford,2008.0,Condo,Condo,9,161000.0,0.7006735818888888
Waterford,2008.0,Single Family,Single Family,58,223500.0,1.077795007275862
Waterford,2009.0,Condo,Condo,39,175000.0,0.779963620974359
Waterford,2009.0,Single Family,Single Family,212,226250.0,0.9815897088490566
Waterford,2009.0,Two Family,Two Family,1,120000.0,1.518666667
Waterford,2010.0,Condo,Condo,28,159500.0,0.7539622161428571
Waterford,2010.0,Single Family,Single Family,208,227000.0,1.8701734648894228
Waterford,2010.0,Two Family,Two Family,1,110000.0,1.705363636
Waterford,2011.0,Condo,Condo,36,155500.0,0.9187803026944444
Waterford,2011.0,Single Family,Single Family,210,206750.0,1.2493575438809525
Waterford,2011.0,Two Family,Two Family,2,280586.0,1.0785372629999999
Waterford,2012.0,Condo,Condo,28,149000.0,1.0574549430714286
Waterford,2012.0,Single Family,Single Family,201,206500.0,1.1114705939552239
Waterford,2013.0,Condo,Condo,7,131750.0,0.6671885605714286
Waterford,2013.0,Single Family,Single Family,65,216750.0,0.7773254038083333
Waterford,2014.0,Condo,Condo,33,132375.0,0.7350399366804511
Waterford,2014.0,Single Family,Single Family,308,203775.0,0.8741260937008929
Waterford,2014.0,Three Family,Three Family,1,330000.0,0.695060606
Waterford,2014.0,Two Family,Two Family,2,155000.0,1.2992085105
Waterford,2015.0,Condo,Condo,58,134750.0,0.8259303332413793
Waterford,2015.0,Four Family,Four Family,2,360000.0,0.8668002145
Waterford,2015.0,Single Family,Single Family,322,207250.0,0.9686526437329193
Waterford,2015.0,Three Family,Three Family,1,225000.0,0.712888889
Waterford,2015.0,Two Family,Two Family,4,210000.0,1.03264191425
Waterford,2016.0,Condo,Condo,40,152500.0,0.724344761
Waterford,2016.0,Single Family,Single Family,362,210000.0,0.9024589161325968
Waterford,2016.0,Two Family,Two Family,2,218500.0,0.881538647
Waterford,2017.0,Condo,Condo,16,122500.0,0.84549218575
Waterford,2017.0,Single Family,Single Family,266,226000.0,0.8574379492443609
Waterford,2017.0,Two Family,Two Family,2,238000.0,0.664994203
Waterford,2018.0,Condo,Condo,9,127500.0,0.6803166666666667
Waterford,2018.0,Single Family,Single Family,78,237250.0,0.7401871259516128
Waterford,2018.0,Three Family,Three Family,1,209272.0,0.6887
Waterford,2019.0,Condo,Condo,68,142940.0,0.609194327624506
Waterford,2019.0,Four Family,Four Family,1,273563.0,0.6459
Waterford,2019.0,Single Family,Single Family,368,237500.0,0.8886703912291531
Waterford,2019.0,Two Family,Two Family,4,180000.0,0.8348166666666668
Waterford,2020.0,Condo,Condo,44,163000.0,0.5554659090909091
Waterford,2020.0,Residential,Condo,23,170000.0,0.5928184688695651
Waterford,2020.0,Residential,Single Family,134,265500.0,0.6623092231940299
Waterford,2020.0,Residential,Two Family,2,390000.0,0.6828
Waterford,2020.0,Single Family,Single Family,270,238750.0,0.6372682156133829
Waterford,2020.0,Three Family,Three Family,1,470000.0,0.9029
Waterford,2020.0,Two Family,Two Family,5,295000.0,0.85122
Waterford,2021.0,Residential,Condo,75,185000.0,0.5282539838666667
Waterford,2021.0,Residential,Four Family,1,555000.0,0.664846847
Waterford,2021.0,Residential,Single Family,460,292500.0,0.682432218723913
Waterford,2021.0,Residential,Two Family,9,299000.0,0.5949674638888889
Waterford,2022.0,Residential,Condo,47,205000.0,0.4890641298723404
Waterford,2022.0,Residential,Single Family,263,316000.0,0.5608699879011407
Waterford,2022.0,Residential,Two Family,3,355000.0,0.376302602
Waterford,2023.0,Residential,Condo,7,264000.0,0.7381857142857143
Waterford,2023.0,Residential,Single Family,70,317000.0,0.6799885714285715
Waterford,2023.0,Residential,Two Family,2,204000.0,0.81405
Waterford,2024.0,Residential,Condo,39,245000.0,0.48091538461538463
Waterford,2024.0,Residential,Single Family,205,370000.0,1.1225956097560974
Waterford,2024.0,Residential,Two Family,5,307000.0,0.60244
Watertown,2006.0,Condo,Condo,10,211225.0,0.4556949327083334
Watertown,2006.0,Single Family,Single Family,57,269500.0,0.6309717140683762
Watertown,2006.0,Two Family,Two Family,8,224950.0,0.6131524991
Watertown,2007.0,Condo,Condo,31,202500.0,0.46029786379824555
Watertown,2007.0,Single Family,Single Family,230,267450.0,0.5800922511275514
Watertown,2007.0,Three Family,Three Family,8,257500.0,0.5056148908333333
Watertown,2007.0,Two Family,Two Family,11,213125.0,0.55270615275
Watertown,2008.0,Condo,Condo,14,166250.0,0.5348476283846153
Watertown,2008.0,Single Family,Single Family,150,236500.0,0.6202094114733333
Watertown,2008.0,Three Family,Three Family,1,56607.0,2.800007066
Watertown,2008.0,Two Family,Two Family,5,260000.0,0.6493628166
Watertown,2009.0,Condo,Condo,8,209000.0,0.66228341825
Watertown,2009.0,Single Family,Single Family,54,195050.0,1.5244279983703704
Watertown,2009.0,Two Family,Two Family,2,242500.0,0.73573617
Watertown,2010.0,Condo,Condo,20,191500.0,0.75171768175
Watertown,2010.0,Single Family,Single Family,174,200573.0,0.8971119283678161
Watertown,2010.0,Three Family,Three Family,3,235000.0,0.8857732673333333
Watertown,2010.0,Two Family,Two Family,6,162474.0,0.8350044743333332
Watertown,2011.0,Condo,Condo,11,220000.0,0.9008681150000001
Watertown,2011.0,Single Family,Single Family,162,301500.0,1.4350258165248446
Watertown,2011.0,Three Family,Three Family,1,195000.0,0.792820513
Watertown,2011.0,Two Family,Two Family,11,140816.0,1.8392347136363638
Watertown,2012.0,Condo,Condo,15,156000.0,0.9557910306666667
Watertown,2012.0,Single Family,Single Family,183,233875.0,0.7490721420631868
Watertown,2012.0,Two Family,Two Family,9,154940.0,1.0542660902222223
Watertown,2013.0,Condo,Condo,26,179950.0,0.8931401439615385
Watertown,2013.0,Single Family,Single Family,139,190000.0,1.3023636104100718
Watertown,2013.0,Three Family,Three Family,2,192500.0,0.9755602835
Watertown,2013.0,Two Family,Two Family,7,175000.0,1.177707867
Watertown,2014.0,Condo,Condo,4,172550.0,0.6698752785
Watertown,2014.0,Single Family,Single Family,52,178750.0,0.9261417975192308
Watertown,2014.0,Two Family,Two Family,2,192100.0,0.734166914
Watertown,2015.0,Condo,Condo,28,145000.0,0.8395845324285715
Watertown,2015.0,Single Family,Single Family,244,190000.0,1.0001194611270492
Watertown,2015.0,Three Family,Three Family,5,225000.0,0.8857873014
Watertown,2015.0,Two Family,Two Family,5,135000.0,3.9499034371999997
Watertown,2016.0,Condo,Condo,36,164250.0,0.7830219519999999
Watertown,2016.0,Four Family,Four Family,1,265000.0,0.587169811
Watertown,2016.0,Single Family,Single Family,256,193250.0,0.8518274858671875
Watertown,2016.0,Three Family,Three Family,2,152500.0,0.754934066
Watertown,2016.0,Two Family,Two Family,9,148000.0,1.0133961826666666
Watertown,2017.0,Condo,Condo,28,187250.0,0.7609670601071429
Watertown,2017.0,Single Family,Single Family,332,185000.0,0.8323178038704819
Watertown,2017.0,Three Family,Three Family,1,102500.0,1.363902439
Watertown,2018.0,Condo,Condo,8,141950.0,0.6456666666428572
Watertown,2018.0,Single Family,Single Family,263,205000.0,0.8438712529049429
Watertown,2018.0,Two Family,Two Family,2,200000.0,0.7272000000000001
Watertown,2019.0,Condo,Condo,11,170000.0,0.7020363636363637
Watertown,2019.0,Four Family,Four Family,1,290000.0,0.4986
Watertown,2019.0,Single Family,Single Family,83,204000.0,0.7436433734939759
Watertown,2019.0,Three Family,Three Family,2,270200.0,0.5799000000000001
Watertown,2019.0,Two Family,Two Family,2,187450.0,0.66465
Watertown,2020.0,Condo,Condo,27,214000.0,0.7025296296296296
Watertown,2020.0,Four Family,Four Family,1,329600.0,0.5907
Watertown,2020.0,Residential,Condo,9,211000.0,0.580276366888889
Watertown,2020.0,Residential,Single Family,120,274087.5,0.63841460925
Watertown,2020.0,Residential,Three Family,1,290000.0,0.6582
Watertown,2020.0,Residential,Two Family,4,240750.0,0.559225
Watertown,2020.0,Single Family,Single Family,237,227450.0,0.8063424113475177
Watertown,2020.0,Three Family,Three Family,3,269000.0,0.5241
Watertown,2020.0,Two Family,Two Family,11,169000.0,0.6906727272727273
Watertown,2021.0,Apartments,nan,1,200000.0,0.71
Watertown,2021.0,Residential,Condo,43,212500.0,0.5446740794651163
Watertown,2021.0,Residential,Four Family,2,232500.0,0.62005
Watertown,2021.0,Residential,Single Family,342,269450.0,0.6265733153508771
Watertown,2021.0,Residential,Three Family,3,230000.0,0.5542666666666667
Watertown,2021.0,Residential,Two Family,26,244250.0,0.5748730769230769
Watertown,2022.0,Residential,Condo,55,241250.0,0.47012794176595746
Watertown,2022.0,Residential,Four Family,3,384125.0,0.547525
Watertown,2022.0,Residential,Single Family,352,288750.0,0.5895435470084818
Watertown,2022.0,Residential,Three Family,3,230000.0,0.5444
Watertown,2022.0,Residential,Two Family,26,327500.0,0.480027860942029
Watertown,2023.0,Residential,Condo,23,269000.0,0.43717391304347825
Watertown,2023.0,Residential,Four Family,1,400000.0,0.3442
Watertown,2023.0,Residential,Single Family,198,299500.0,0.5288712121212121
Watertown,2023.0,Residential,Three Family,2,319000.0,0.39015
Watertown,2023.0,Residential,Two Family,8,290950.0,0.4844
West Hartford,2007.0,Condo,Condo,51,250000.0,0.4604217632156863
West Hartford,2007.0,Single Family,Single Family,178,295000.0,0.6949250133988764
West Hartford,2007.0,Three Family,Three Family,6,427000.0,0.6201578846666667
West Hartford,2007.0,Two Family,Two Family,15,278000.0,0.8345584142
West Hartford,2008.0,Condo,Condo,193,314900.0,0.5259435617720207
West Hartford,2008.0,Single Family,Single Family,756,295000.0,0.7426934324193122
West Hartford,2008.0,Three Family,Three Family,9,270000.0,0.7995880613333334
West Hartford,2008.0,Two Family,Two Family,24,288500.0,0.83274015625
West Hartford,2009.0,Condo,Condo,113,225000.0,0.7255067596637168
West Hartford,2009.0,Single Family,Single Family,699,283000.0,0.8417820885851216
West Hartford,2009.0,Three Family,Three Family,4,328250.0,0.801814912
West Hartford,2009.0,Two Family,Two Family,31,240000.0,1.272966877516129
West Hartford,2010.0,Condo,Condo,120,192500.0,0.7352111507583333
West Hartford,2010.0,Single Family,Single Family,659,299900.0,0.8062068660242793
West Hartford,2010.0,Three Family,Three Family,12,358500.0,0.7941223915000001
West Hartford,2010.0,Two Family,Two Family,29,242000.0,0.8550953169310345
West Hartford,2011.0,Condo,Condo,84,171000.0,0.9847829764156626
West Hartford,2011.0,Single Family,Single Family,490,307750.0,1.5989693898469386
West Hartford,2011.0,Three Family,Three Family,9,220000.0,2.7023917510000004
West Hartford,2011.0,Two Family,Two Family,11,250000.0,0.8302793994545454
West Hartford,2012.0,Condo,Condo,27,215000.0,0.6832643303333333
West Hartford,2012.0,Four Family,Four Family,1,388000.0,0.549716495
West Hartford,2012.0,Single Family,Single Family,163,290000.0,0.7112960025092024
West Hartford,2012.0,Three Family,Three Family,5,232000.0,2.73873173
West Hartford,2012.0,Two Family,Two Family,7,301000.0,0.8679628917142858
West Hartford,2013.0,Condo,Condo,177,179200.0,0.6222186627088151
West Hartford,2013.0,Single Family,Single Family,773,304950.0,0.6995307173975132
West Hartford,2013.0,Three Family,Three Family,8,345500.0,0.763925702375
West Hartford,2013.0,Two Family,Two Family,25,216666.75,1.1303248287173913
West Hartford,2014.0,Condo,Condo,147,204700.0,0.6186929123175012
West Hartford,2014.0,Four Family,Four Family,1,300000.0,0.9331
West Hartford,2014.0,Single Family,Single Family,762,287437.5,0.7279344829172278
West Hartford,2014.0,Three Family,Three Family,10,330000.0,0.6247948817222222
West Hartford,2014.0,Two Family,Two Family,35,285300.0,0.8054174783651316
West Hartford,2015.0,Condo,Condo,171,239000.0,0.6364309988421053
West Hartford,2015.0,Single Family,Single Family,758,296062.5,0.706138269701847
West Hartford,2015.0,Three Family,Three Family,9,322000.0,0.6474064197777778
West Hartford,2015.0,Two Family,Two Family,42,318500.0,0.6499686214285715
West Hartford,2016.0,Condo,Condo,124,201750.0,0.7124004784596775
West Hartford,2016.0,Single Family,Single Family,680,299950.0,0.7190816969882353
West Hartford,2016.0,Three Family,Three Family,9,305000.0,0.7102891888888889
West Hartford,2016.0,Two Family,Two Family,25,299900.0,0.66032623092
West Hartford,2017.0,Condo,Condo,43,210000.0,0.6966018165116279
West Hartford,2017.0,Single Family,Single Family,196,283950.0,0.7288671793061225
West Hartford,2017.0,Three Family,Three Family,2,312500.0,0.692775871
West Hartford,2017.0,Two Family,Two Family,10,291000.0,0.6126244117
West Hartford,2018.0,Condo,Condo,176,225875.0,0.6944157386656249
West Hartford,2018.0,Single Family,Single Family,813,290875.0,0.7090487563760683
West Hartford,2018.0,Three Family,Three Family,12,472950.0,0.7035649184090909
West Hartford,2018.0,Two Family,Two Family,38,345204.5,0.6453724228648648
West Hartford,2019.0,Condo,Condo,173,207500.0,0.6865331599791262
West Hartford,2019.0,Four Family,Four Family,2,337500.0,0.7262500000000001
West Hartford,2019.0,Single Family,Single Family,891,302900.0,0.6592172911754779
West Hartford,2019.0,Three Family,Three Family,11,361400.25,0.63844
West Hartford,2019.0,Two Family,Two Family,45,363750.0,0.634286864
West Hartford,2020.0,Condo,Condo,130,220500.0,0.5548119791666667
West Hartford,2020.0,Residential,Condo,42,224250.0,0.6553469862380952
West Hartford,2020.0,Residential,Single Family,296,335000.0,0.6420695764425676
West Hartford,2020.0,Residential,Three Family,9,450000.0,0.5695555555555556
West Hartford,2020.0,Residential,Two Family,15,303000.0,0.6200066666666667
West Hartford,2020.0,Single Family,Single Family,704,319500.0,0.7325069206349206
West Hartford,2020.0,Three Family,Three Family,12,402500.0,0.6083833333333334
West Hartford,2020.0,Two Family,Two Family,39,321900.0,0.7429666666666667
West Hartford,2021.0,Apartments,nan,9,2100000.0,0.8649111111111112
West Hartford,2021.0,Residential,Condo,265,240000.0,0.5669851143622642
West Hartford,2021.0,Residential,Four Family,1,275000.0,0.520290909
West Hartford,2021.0,Residential,Single Family,1030,352500.0,0.6416538499135922
West Hartford,2021.0,Residential,Three Family,18,486950.0,0.5568166666666667
West Hartford,2021.0,Residential,Two Family,58,392000.0,0.6150462147068965
West Hartford,2022.0,Apartments,nan,12,2991951.0,0.4286419318333334
West Hartford,2022.0,Residential,Condo,203,245000.0,0.6000136616552795
West Hartford,2022.0,Residential,Single Family,876,383750.0,0.9086429470845306
West Hartford,2022.0,Residential,Three Family,12,436250.0,0.6636124999999999
West Hartford,2022.0,Residential,Two Family,31,394000.0,0.6628648809523809
West Hartford,2023.0,Apartments,nan,1,960000.0,1.1994
West Hartford,2023.0,Residential,Condo,155,262000.0,0.5568903225806452
West Hartford,2023.0,Residential,Single Family,706,425000.0,0.5652699716713881
West Hartford,2023.0,Residential,Three Family,8,532500.0,0.5767
West Hartford,2023.0,Residential,Two Family,34,382500.0,0.9059352941176471
West Hartford,2024.0,Residential,Condo,122,317500.0,0.49620409836065577
West Hartford,2024.0,Residential,Single Family,509,497500.0,0.4992648330058939
West Hartford,2024.0,Residential,Three Family,6,565000.0,0.5113
West Hartford,2024.0,Residential,Two Family,27,535000.0,0.6275740740740742
West Haven,2006.0,Condo,Condo,46,126250.0,0.5833643170557692
West Haven,2006.0,Four Family,Four Family,2,352000.0,0.6302211305000001
West Haven,2006.0,Single Family,Single Family,139,228975.0,0.6733629511437729
West Haven,2006.0,Three Family,Three Family,9,352500.0,0.6024152003333334
West Haven,2006.0,Two Family,Two Family,21,291450.0,0.6409743107500001
West Haven,2007.0,Condo,Condo,162,146000.0,0.6124022881324873
West Haven,2007.0,Four Family,Four Family,1,0.0,0.0
West Haven,2007.0,Single Family,Single Family,512,224750.0,0.792273224056212
West Haven,2007.0,Three Family,Three Family,27,267500.0,8.68320147525
West Haven,2007.0,Two Family,Two Family,70,245000.0,1.8120458642315964
West Haven,2008.0,Condo,Condo,98,138950.0,0.6567809804387755
West Haven,2008.0,Four Family,Four Family,3,208000.0,1.153902985
West Haven,2008.0,Single Family,Single Family,350,203000.0,0.9279958377828572
West Haven,2008.0,Three Family,Three Family,14,214000.0,0.9352608992857142
West Haven,2008.0,Two Family,Two Family,45,225000.0,0.9247210639555555
West Haven,2009.0,Condo,Condo,83,139000.0,0.757167928
West Haven,2009.0,Four Family,Four Family,2,117450.0,1.9263892995
West Haven,2009.0,Single Family,Single Family,402,175000.0,1.1935672018109453
West Haven,2009.0,Three Family,Three Family,19,220000.0,1.0792100710526316
West Haven,2009.0,Two Family,Two Family,60,157000.0,1.1745439960000001
West Haven,2010.0,Condo,Condo,55,128000.0,0.8944046224000001
West Haven,2010.0,Four Family,Four Family,3,112500.0,1.863711401
West Haven,2010.0,Single Family,Single Family,256,175000.0,1.0459141388789062
West Haven,2010.0,Three Family,Three Family,14,191250.0,1.1716354867142857
West Haven,2010.0,Two Family,Two Family,39,150000.0,1.7002169813333334
West Haven,2011.0,Condo,Condo,15,109000.0,1.9895568366
West Haven,2011.0,Single Family,Single Family,74,157000.0,0.8958462825135135
West Haven,2011.0,Three Family,Three Family,4,150099.5,0.93601706875
West Haven,2011.0,Two Family,Two Family,7,117900.0,1.4768384904285714
West Haven,2012.0,Condo,Condo,65,120000.0,2.7390420140923077
West Haven,2012.0,Single Family,Single Family,288,161750.0,1.0539504475034722
West Haven,2012.0,Three Family,Three Family,17,157000.0,1.1531989818235295
West Haven,2012.0,Two Family,Two Family,51,140000.0,1.1482458493529413
West Haven,2013.0,Condo,Condo,63,131500.0,2.60068236570082
West Haven,2013.0,Four Family,Four Family,2,190000.0,0.9875526315
West Haven,2013.0,Single Family,Single Family,348,156891.75,0.9847272350064158
West Haven,2013.0,Three Family,Three Family,6,199950.0,0.7937686065
West Haven,2013.0,Two Family,Two Family,26,142500.0,0.97511737514
West Haven,2014.0,Condo,Condo,83,104250.0,2.0003754948451418
West Haven,2014.0,Four Family,Four Family,5,137500.0,1.1115804948
West Haven,2014.0,Single Family,Single Family,361,157125.0,1.1159405360741443
West Haven,2014.0,Three Family,Three Family,10,183125.0,1.2666427808125
West Haven,2014.0,Two Family,Two Family,29,179750.0,0.9776970997976191
West Haven,2015.0,Condo,Condo,59,100000.0,10.323346395779662
West Haven,2015.0,Four Family,Four Family,1,220000.0,0.889636364
West Haven,2015.0,Single Family,Single Family,340,156500.0,1.0648290443558823
West Haven,2015.0,Three Family,Three Family,12,203000.0,0.8291487707499999
West Haven,2015.0,Two Family,Two Family,23,138000.0,1.0952020520434782
West Haven,2016.0,Condo,Condo,29,90000.0,1.8620655734827587
West Haven,2016.0,Four Family,Four Family,1,165000.0,0.876909091
West Haven,2016.0,Single Family,Single Family,132,176387.0,0.8502009286590909
West Haven,2016.0,Three Family,Three Family,4,206500.0,0.63301670225
West Haven,2016.0,Two Family,Two Family,7,112100.0,1.418629613
West Haven,2017.0,Condo,Condo,115,109000.0,1.6519015218608695
West Haven,2017.0,Four Family,Four Family,2,243100.0,0.6612081139999999
West Haven,2017.0,Single Family,Single Family,544,170000.0,0.9680828769430148
West Haven,2017.0,Three Family,Three Family,23,235000.0,0.6736845165217391
West Haven,2017.0,Two Family,Two Family,54,190450.0,0.7961712677037037
West Haven,2018.0,Condo,Condo,117,102225.0,1.405912292119626
West Haven,2018.0,Four Family,Four Family,4,348500.0,0.465875
West Haven,2018.0,Single Family,Single Family,534,177825.0,0.7739499140085554
