Town,Year,PropertyType,NumSales,MedianSale,AvgSalesRatio
Voluntown,2017.0,nan,15,75000.0,0.7795911171333334
Voluntown,2018.0,Single Family,41,213475.0,0.6870913518815789
Voluntown,2018.0,Three Family,1,132000.0,1.095151515
Voluntown,2018.0,nan,5,44900.0,1.3044482352
Voluntown,2019.0,Single Family,58,245000.0,0.7695332991869566
Voluntown,2019.0,Two Family,1,43700.0,2.1535
Voluntown,2019.0,nan,2,55000.0,0.54855
Voluntown,2020.0,Single Family,38,262000.0,0.7196894736842105
Voluntown,2020.0,nan,7,67475.0,0.6667226664166667
Voluntown,2021.0,Commercial,1,1350000.0,0.3772
Voluntown,2021.0,Residential,10,319950.0,0.53982
Voluntown,2021.0,Vacant Land,2,205000.0,0.43365
Voluntown,2022.0,Commercial,1,136000.0,0.3872
Voluntown,2022.0,Residential,50,303750.0,0.6148287883803987
Voluntown,2022.0,Vacant Land,26,216250.0,0.3821121260625
Voluntown,2023.0,Residential,33,335000.0,0.4482909090909091
Voluntown,2023.0,Vacant Land,12,289500.0,1.4738749999999998
Voluntown,2024.0,Commercial,1,45000.0,2.0551
Voluntown,2024.0,Residential,14,408000.0,0.3952714285714286
Voluntown,2024.0,Vacant Land,7,65000.0,1.4866714285714284
Wallingford,2002.0,nan,210,196000.0,0.6933663488761126
Wallingford,2003.0,nan,982,190000.0,0.7139218012768325
Wallingford,2004.0,nan,1002,252000.0,0.5728251091206207
Wallingford,2005.0,nan,816,412500.0,0.48794844632760737
Wallingford,2006.0,Condo,78,239900.0,0.5793863726716457
Wallingford,2006.0,Single Family,121,257475.0,1.023085858899821
Wallingford,2006.0,Three Family,4,329900.0,0.6319982096666668
Wallingford,2006.0,Two Family,9,249375.0,0.72063509785
Wallingford,2006.0,nan,28,1050000.0,0.906213082171123
Wallingford,2007.0,Condo,225,215500.0,0.5819117017969753
Wallingford,2007.0,Four Family,2,356750.0,0.5601437445
Wallingford,2007.0,Single Family,460,270000.0,1.0074693536589578
Wallingford,2007.0,Three Family,5,334000.0,0.6386552684
Wallingford,2007.0,Two Family,38,241250.0,0.7063969142305555
Wallingford,2007.0,nan,66,318100.0,1.376869885623016
Wallingford,2008.0,Condo,172,199900.0,0.646235024622093
Wallingford,2008.0,Single Family,341,265000.0,0.7263778926656891
Wallingford,2008.0,Three Family,6,347950.0,0.6158493186666667
Wallingford,2008.0,Two Family,16,220500.0,2.1648074313125
Wallingford,2008.0,nan,24,242500.0,0.650242518125
Wallingford,2009.0,Condo,155,191250.0,1.021665533369281
Wallingford,2009.0,Single Family,362,230000.0,1.2340633778149173
Wallingford,2009.0,Three Family,1,252150.0,0.794249455
Wallingford,2009.0,Two Family,22,207000.0,0.9700559631818181
Wallingford,2009.0,nan,42,294950.0,1.7802251811190475
Wallingford,2010.0,Condo,104,189950.0,0.6652199081153847
Wallingford,2010.0,Single Family,273,238000.0,0.9293291953809524
Wallingford,2010.0,Three Family,1,267100.0,0.718607263
Wallingford,2010.0,Two Family,9,224900.0,1.043664912
Wallingford,2010.0,nan,24,325000.0,0.7239055229583333
Wallingford,2011.0,Condo,25,196000.0,0.7962488367599999
Wallingford,2011.0,Single Family,93,210000.0,1.5554244904301078
Wallingford,2011.0,Three Family,1,165000.0,0.926666667
Wallingford,2011.0,nan,10,167500.0,0.8133441193
Wallingford,2012.0,Condo,94,165000.0,0.8281285372446808
Wallingford,2012.0,Four Family,4,284000.0,9.3358214405
Wallingford,2012.0,Single Family,376,220000.0,1.4622511291888298
Wallingford,2012.0,Three Family,6,271250.0,0.6660698773333333
Wallingford,2012.0,Two Family,21,170000.0,1.0250702786190478
Wallingford,2012.0,nan,32,252000.0,0.91490553796875
Wallingford,2013.0,Condo,136,208750.0,0.7848841843884712
Wallingford,2013.0,Four Family,5,388000.0,0.8784093354
Wallingford,2013.0,Single Family,394,229977.5,1.0664713019697916
Wallingford,2013.0,Three Family,12,52500.0,11.189385172416666
Wallingford,2013.0,Two Family,31,152750.0,1.1526962511845236
Wallingford,2013.0,nan,42,195000.0,5.729654547219512
Wallingford,2014.0,Condo,139,159375.0,1.0773002695583878
Wallingford,2014.0,Four Family,4,319737.5,0.95584802775
Wallingford,2014.0,Single Family,392,227200.0,0.855915963486124
Wallingford,2014.0,Three Family,9,230000.0,1.733455180075
Wallingford,2014.0,Two Family,28,190125.0,5.2636588980444445
Wallingford,2014.0,nan,50,231789.5,24.74123198055449
Wallingford,2015.0,Condo,162,162000.0,0.8293192569320987
Wallingford,2015.0,Four Family,2,307500.0,0.635968254
Wallingford,2015.0,Single Family,457,230000.0,1.1397708826980306
Wallingford,2015.0,Three Family,4,232500.0,0.72108040925
Wallingford,2015.0,Two Family,38,197450.0,0.8888254532027027
Wallingford,2015.0,nan,59,316250.0,42.819839526018185
Wallingford,2016.0,Condo,155,260250.0,0.7363892333349673
Wallingford,2016.0,Four Family,4,198333.0,3.116980213
Wallingford,2016.0,Single Family,539,235000.0,0.8316910606716141
Wallingford,2016.0,Three Family,11,260000.0,0.7393188202727273
Wallingford,2016.0,Two Family,33,251250.0,1.1285084038787878
Wallingford,2016.0,nan,44,257500.0,1.3574385984430895
Wallingford,2017.0,Condo,175,153000.0,0.8599883656742856
Wallingford,2017.0,Single Family,523,230895.0,0.8179685576749522
Wallingford,2017.0,Three Family,10,250450.0,0.9836224479
Wallingford,2017.0,Two Family,28,208000.0,0.9502372991071429
Wallingford,2017.0,nan,45,240000.0,0.8078948337777777
Wallingford,2018.0,Condo,157,167500.0,0.7496688478925904
Wallingford,2018.0,Four Family,1,279000.0,0.943
Wallingford,2018.0,Single Family,495,260850.0,0.855053023734755
Wallingford,2018.0,Three Family,12,274000.0,0.628367226909091
Wallingford,2018.0,Two Family,45,244450.0,0.8236325330833333
Wallingford,2018.0,nan,43,649750.0,1.4933904594761904
Wallingford,2019.0,Condo,172,162125.0,0.7853649213754902
Wallingford,2019.0,Four Family,2,245000.0,0.84435
Wallingford,2019.0,Single Family,534,244200.0,0.9823784700420581
Wallingford,2019.0,Three Family,12,302075.0,0.5845604965
Wallingford,2019.0,Two Family,50,255250.0,0.8814589836666666
Wallingford,2019.0,nan,38,159878.5,0.9349327830086955
Wallingford,2020.0,Condo,132,170000.0,0.6872910256410257
Wallingford,2020.0,Residential,30,230000.0,0.7356317573666666
Wallingford,2020.0,Single Family,341,296175.0,0.821469705882353
Wallingford,2020.0,Three Family,7,275000.0,0.7259142857142857
Wallingford,2020.0,Two Family,22,274950.0,0.7315681818181818
Wallingford,2020.0,Vacant Land,1,70000.0,1.42
Wallingford,2020.0,nan,30,390000.0,1.028410344827586
Wallingford,2021.0,Apartments,2,907500.0,0.500877738
Wallingford,2021.0,Commercial,14,740000.0,0.7377285714285715
Wallingford,2021.0,Industrial,5,4800000.0,0.49963828600000004
Wallingford,2021.0,Residential,202,282502.5,0.6752293644009901
Wallingford,2021.0,Vacant Land,5,28000.0,2.9712799999999997
Wallingford,2022.0,Apartments,3,670000.0,0.5600632296666667
Wallingford,2022.0,Commercial,37,470000.0,0.7564899740344827
Wallingford,2022.0,Industrial,8,2204211.25,0.4307506938333334
Wallingford,2022.0,Residential,726,298500.0,0.6126488716619558
Wallingford,2022.0,Vacant Land,9,45000.0,4.8535395833125
Wallingford,2023.0,Apartments,1,775000.0,0.6138
Wallingford,2023.0,Commercial,24,390000.0,0.7374416666666667
Wallingford,2023.0,Industrial,1,4370000.0,0.3473
Wallingford,2023.0,Residential,541,315000.0,0.5867591497227356
Wallingford,2023.0,Vacant Land,2,92500.0,0.8951
Wallingford,2024.0,Apartments,2,2040000.0,0.404
Wallingford,2024.0,Commercial,28,322000.0,0.40224642857142856
Wallingford,2024.0,Industrial,6,405000.0,0.6512333333333333
Wallingford,2024.0,Residential,372,347000.0,0.5491416666666666
Wallingford,2024.0,Vacant Land,9,85000.0,0.6223777777777778
Warren,2001.0,nan,16,192500.0,0.3158969111875
Warren,2002.0,nan,47,138000.0,0.5579145961489361
Warren,2003.0,nan,20,215000.0,0.5006976886500001
Warren,2004.0,nan,70,317500.0,0.4298899253857143
Warren,2005.0,nan,57,395000.0,0.577989809877193
Warren,2006.0,Single Family,5,568750.0,0.346403721
Warren,2006.0,nan,37,244250.0,0.4855817625833333
Warren,2007.0,Single Family,25,392500.0,0.4357317893529412
Warren,2007.0,nan,12,205000.0,0.24980987585714284
Warren,2008.0,Single Family,5,405000.0,0.6014609952000001
Warren,2009.0,Single Family,16,294950.0,0.7367438215625
Warren,2009.0,nan,4,202500.0,0.87362831625
Warren,2010.0,Single Family,19,465000.0,0.7450326194736842
Warren,2010.0,nan,7,275000.0,2.165062934142857
Warren,2011.0,Single Family,13,430556.0,0.806665813
Warren,2011.0,nan,7,125000.0,0.22769078014285712
Warren,2012.0,Single Family,12,409570.0,0.7890169195
Warren,2012.0,nan,2,506100.0,0.5772496605
Warren,2013.0,Single Family,7,578750.0,1.1367075585
Warren,2013.0,nan,1,3698800.0,0.536619985
Warren,2014.0,Single Family,20,645000.0,0.7622390658737374
Warren,2014.0,nan,8,160000.0,1.1672477009000002
Warren,2015.0,Single Family,21,299000.0,0.6933565110952381
Warren,2015.0,nan,5,72500.0,0.9220331844
Warren,2016.0,Single Family,39,318500.0,0.9144318181282052
Warren,2016.0,nan,5,600000.0,1.1664390172
Warren,2017.0,Single Family,17,357500.0,0.7029329821176471
Warren,2017.0,Two Family,1,315000.0,1.168666667
Warren,2017.0,nan,3,130000.0,0.26152151633333337
Warren,2018.0,Single Family,6,354500.0,1.0085
Warren,2019.0,Single Family,19,485500.0,0.7137688910535714
Warren,2019.0,nan,3,129375.0,0.6896
Warren,2020.0,Commercial,1,1726000.0,0.7719
Warren,2020.0,Residential,18,512500.0,1.7690159787222222
Warren,2020.0,Single Family,35,618750.0,0.526739705882353
Warren,2020.0,Vacant Land,3,365000.0,0.17643333333333333
Warren,2020.0,nan,4,152450.0,1.111725
Warren,2021.0,Residential,28,507000.0,0.61548076275
Warren,2021.0,Vacant Land,17,200000.0,0.6146352941176471
Warren,2022.0,Residential,18,439450.0,0.5100777777777777
Warren,2022.0,Vacant Land,9,1750000.0,0.37159034555555553
Warren,2023.0,Residential,5,500000.0,6.920699999999999
Warren,2023.0,Vacant Land,1,395000.0,0.4481
Warren,2024.0,Residential,18,644250.0,0.5676
Warren,2024.0,Vacant Land,8,245000.0,0.5783875
Washington,2001.0,nan,29,372400.0,8.906068038275862
Washington,2002.0,nan,121,314375.0,1.8849694078392858
Washington,2003.0,nan,88,448865.25,0.4928729534285714
Washington,2004.0,nan,37,462500.0,1.008892712945946
Washington,2005.0,nan,132,327500.0,1.4436577265343513
Washington,2006.0,Single Family,19,680750.0,0.49266907699431817
Washington,2006.0,nan,81,395000.0,0.58232248323125
Washington,2007.0,Condo,6,352000.0,0.6387284051666666
Washington,2007.0,Single Family,67,594500.0,12.724900340502316
Washington,2007.0,Three Family,2,710000.0,0.667773819
Washington,2007.0,Two Family,5,352500.0,0.7512463305
Washington,2007.0,nan,23,630000.0,1.4118933250888885
Washington,2008.0,Condo,1,390000.0,0.634512821
Washington,2008.0,Single Family,43,450000.0,3.9246717146976744
Washington,2008.0,Two Family,1,555000.0,0.607027027
Washington,2008.0,nan,17,300000.0,0.8351464048823529
Washington,2009.0,Condo,3,312000.0,0.8898016483333334
Washington,2009.0,Single Family,15,475000.0,1.3211333052
Washington,2009.0,nan,6,400000.0,1.1732970196666666
Washington,2010.0,Single Family,62,2455000.0,0.7853734505573771
Washington,2010.0,Two Family,1,425000.0,1.299952941
Washington,2010.0,nan,12,277500.0,0.8636675313333333
Washington,2011.0,Condo,5,225000.0,1.2969143638
Washington,2011.0,Single Family,50,593750.0,3.5826890134399996
Washington,2011.0,Two Family,2,400500.0,1.236162238
Washington,2011.0,nan,10,220000.0,1.8650813843000003
Washington,2012.0,Condo,2,257500.0,0.9828212365
Washington,2012.0,Single Family,56,511250.0,1.2037171395357142
Washington,2012.0,Three Family,1,470000.0,0.94906383
Washington,2012.0,Two Family,1,290000.0,1.38437931
Washington,2012.0,nan,18,712500.0,2.665088893647059
Washington,2013.0,Condo,4,217500.0,1.1555735665
Washington,2013.0,Single Family,49,518000.0,0.9225839637755102
Washington,2013.0,nan,16,412500.0,0.8200608021333333
Washington,2014.0,Single Family,26,542500.0,0.8850067384230769
Washington,2014.0,nan,3,76500.0,2.054980859
Washington,2015.0,Condo,9,227000.0,0.9559417801111112
Washington,2015.0,Single Family,71,415000.0,0.816031930943662
Washington,2015.0,nan,22,687500.0,0.6151539576363636
Washington,2016.0,Condo,2,285000.0,0.6575368260000001
Washington,2016.0,Single Family,77,500000.0,0.9082025450259741
Washington,2016.0,Two Family,1,157000.0,2.008216561
Washington,2016.0,nan,15,175000.0,1.3132546989333334
Washington,2017.0,Condo,6,234500.0,0.8796731405
Washington,2017.0,Single Family,78,395000.0,1.2827592213205128
Washington,2017.0,Two Family,1,284000.0,0.993767606
Washington,2017.0,nan,10,482500.0,0.6594660328999999
Washington,2018.0,Condo,6,252500.0,0.7880944445
Washington,2018.0,Single Family,53,373000.0,1.0326272678867925
Washington,2018.0,Two Family,1,335000.0,0.7382
Washington,2018.0,nan,14,321695.0,0.74995
Washington,2019.0,Condo,1,320000.0,0.5745
Washington,2019.0,Single Family,18,480750.0,0.7960888888888888
Washington,2019.0,nan,2,15100.0,0.5937
Washington,2020.0,Apartments,1,425000.0,0.856847059
Washington,2020.0,Commercial,1,500000.0,0.427
Washington,2020.0,Condo,1,235000.0,0.7421
Washington,2020.0,Residential,44,721875.0,0.5821155045454546
Washington,2020.0,Single Family,91,825000.0,0.7548637362637363
Washington,2020.0,Three Family,2,346450.0,0.7656499999999999
Washington,2020.0,Vacant Land,2,2497250.0,0.5461
Washington,2020.0,nan,14,445000.0,0.6005714285714285
Washington,2021.0,Apartments,1,685000.0,0.4805
Washington,2021.0,Commercial,2,659500.0,0.5249
Washington,2021.0,Residential,88,699000.0,0.7340414455000001
Washington,2021.0,Vacant Land,23,110000.0,1.911340169826087
Washington,2022.0,Commercial,4,500000.0,0.7570666666666666
Washington,2022.0,Residential,77,794075.0,0.5404001333960784
Washington,2022.0,Vacant Land,10,148762.5,3.9203
Washington,2023.0,Commercial,1,200000.0,1.2436
Washington,2023.0,Residential,37,815000.0,2.3250108108108107
Washington,2023.0,Vacant Land,13,351000.0,0.8794846153846153
Waterbury,2003.0,nan,711,107500.0,0.8427099028663854
Waterbury,2004.0,nan,3137,63575.0,8.9108588835455
Waterbury,2005.0,nan,3286,131070.0,0.5168059594380982
Waterbury,2006.0,Condo,149,101212.5,0.32780106218007427
Waterbury,2006.0,Four Family,6,186000.0,0.42094173749999997
Waterbury,2006.0,Single Family,306,164300.0,0.5225159655639654
Waterbury,2006.0,Three Family,90,190250.0,0.49795037713469825
Waterbury,2006.0,Two Family,57,182597.5,0.48093217336691174
Waterbury,2006.0,nan,2112,150760.0,3.461368545415546
Waterbury,2007.0,Condo,390,107500.0,0.40208986737340857
Waterbury,2007.0,Four Family,6,193000.0,0.4592965614
Waterbury,2007.0,Single Family,751,161462.5,0.5035193091409804
Waterbury,2007.0,Three Family,149,188250.0,0.478181048501474
Waterbury,2007.0,Two Family,111,167725.0,0.49813274665252527
Waterbury,2007.0,nan,143,225000.0,8.279742695187567
Waterbury,2008.0,Condo,63,88000.0,0.8641650272222222
Waterbury,2008.0,Four Family,6,73500.0,2.1719360455
Waterbury,2008.0,Single Family,185,139000.0,1.1756708412
Waterbury,2008.0,Three Family,50,55000.0,2.54270022682
Waterbury,2008.0,Two Family,23,109000.0,1.6462301636086958
Waterbury,2008.0,nan,29,108000.0,1.1633625799655172
Waterbury,2009.0,Condo,186,78000.0,0.9765056129032258
Waterbury,2009.0,Four Family,19,34600.0,5.814514870473684
Waterbury,2009.0,Single Family,695,128000.0,1.3168467362877698
Waterbury,2009.0,Three Family,186,40000.0,3.484931124043011
Waterbury,2009.0,Two Family,140,69000.0,2.38906864615
Waterbury,2009.0,nan,106,116250.0,1.1673701389230768
Waterbury,2010.0,Condo,231,58000.0,1.2885093785367965
Waterbury,2010.0,Four Family,15,40000.0,4.599353675133333
Waterbury,2010.0,Single Family,707,113500.0,1.5717103085063648
Waterbury,2010.0,Three Family,184,36050.0,5.542419829043479
Waterbury,2010.0,Two Family,126,70250.0,2.4317915489047617
Waterbury,2010.0,nan,104,65000.0,1.996316937519608
Waterbury,2011.0,Condo,197,41992.0,1.5824076315714286
Waterbury,2011.0,Four Family,24,36750.0,4.700538512416666
Waterbury,2011.0,Single Family,620,100000.0,2.05612849725
Waterbury,2011.0,Three Family,155,33000.0,5.917352510516129
Waterbury,2011.0,Two Family,127,50000.0,4.988905551992127
Waterbury,2011.0,nan,122,83562.0,1.6007296055330578
Waterbury,2012.0,Condo,158,34500.0,1.4638657089171974
Waterbury,2012.0,Four Family,14,59564.0,4.426718682428572
Waterbury,2012.0,Single Family,524,92000.0,1.9855331956469466
Waterbury,2012.0,Three Family,112,29350.0,7.739623440071428
Waterbury,2012.0,Two Family,82,70000.0,2.532394287219512
Waterbury,2012.0,nan,74,87500.0,2.918073376689189
Waterbury,2013.0,Condo,65,50025.0,0.8637887706886792
Waterbury,2013.0,Four Family,9,84600.0,2.0485466104166665
Waterbury,2013.0,Single Family,201,80000.0,1.2629505310702247
Waterbury,2013.0,Three Family,42,18726.0,3.207360860435897
Waterbury,2013.0,Two Family,16,38500.0,2.4256032615666667
Waterbury,2013.0,nan,38,102000.0,2.6655632782562724
Waterbury,2014.0,Condo,240,51000.0,0.821605178934066
Waterbury,2014.0,Four Family,20,34000.0,2.4771804298958333
Waterbury,2014.0,Single Family,787,79596.5,1.3283137350666192
Waterbury,2014.0,Three Family,151,32725.0,2.5645988619519366
Waterbury,2014.0,Two Family,130,54012.5,1.769894375397222
Waterbury,2014.0,nan,126,140000.0,1.2914757292823362
Waterbury,2015.0,Condo,277,32500.0,0.8687949195307971
Waterbury,2015.0,Four Family,21,60000.0,2.0174306334761902
Waterbury,2015.0,Single Family,883,80000.0,1.3011209252083806
Waterbury,2015.0,Three Family,136,45000.0,2.254631450242647
Waterbury,2015.0,Two Family,133,58800.0,1.5057460455864662
Waterbury,2015.0,nan,119,307500.0,1.22159921682906
Waterbury,2016.0,Condo,198,35000.0,0.9752404448451777
Waterbury,2016.0,Four Family,28,120169.5,1.2023531034642858
Waterbury,2016.0,Single Family,886,89900.0,1.156165630612867
Waterbury,2016.0,Three Family,122,53500.0,1.614060297319672
Waterbury,2016.0,Two Family,107,73500.0,1.3222573467383176
Waterbury,2016.0,nan,132,200364.0,1.1988146215714286
Waterbury,2017.0,Condo,144,70125.0,0.7300949953345071
Waterbury,2017.0,Four Family,12,142500.0,0.7045915262500001
Waterbury,2017.0,Single Family,690,97000.0,1.0869175264492754
Waterbury,2017.0,Three Family,93,100633.5,1.073462346570652
Waterbury,2017.0,Two Family,72,70632.5,1.1703126228333334
Waterbury,2017.0,nan,76,217500.0,1.3529847570067568
Waterbury,2018.0,Condo,83,52600.0,0.7189258624948481
Waterbury,2018.0,Four Family,7,157500.0,0.8258011110000001
Waterbury,2018.0,Single Family,252,118000.0,0.8652460545494927
Waterbury,2018.0,Three Family,32,96500.0,0.830640196408046
Waterbury,2018.0,Two Family,38,92250.0,0.8366792638375
Waterbury,2018.0,nan,31,216125.0,1.5868976167626263
Waterbury,2019.0,Condo,292,57555.0,0.6907482628122833
Waterbury,2019.0,Four Family,32,146625.0,0.8892624061944445
Waterbury,2019.0,Single Family,981,127000.0,0.7363274819696618
Waterbury,2019.0,Three Family,187,113125.0,0.7350672034741579
Waterbury,2019.0,Two Family,155,123000.0,0.7105624924207445
Waterbury,2019.0,nan,136,175000.0,1.3618770919139394
Waterbury,2020.0,Apartments,9,255000.0,0.5127444444444444
Waterbury,2020.0,Commercial,25,210000.0,0.979941497
Waterbury,2020.0,Condo,223,61750.0,0.6324656854430428
Waterbury,2020.0,Four Family,13,201000.0,1.9893384615384615
Waterbury,2020.0,Residential,592,154800.0,0.5585521639087838
Waterbury,2020.0,Single Family,727,137000.0,0.7267359402049519
Waterbury,2020.0,Three Family,109,145000.0,0.7429921595688074
Waterbury,2020.0,Two Family,115,134500.0,0.8889166961842105
Waterbury,2020.0,Vacant Land,6,23000.0,1.3683500000000002
Waterbury,2020.0,nan,86,195000.0,0.8385157456910569
Waterbury,2021.0,Apartments,48,422500.0,0.5111968862083333
Waterbury,2021.0,Commercial,98,305475.0,0.8907623347857143
Waterbury,2021.0,Industrial,7,399000.0,0.9134285714285715
Waterbury,2021.0,Residential,2194,175000.0,0.4761124613628076
Waterbury,2021.0,Vacant Land,69,22000.0,1.1218280988840579
Waterbury,2022.0,Apartments,48,675000.0,0.4157107570909091
Waterbury,2022.0,Commercial,98,306125.0,1.2008098548199762
Waterbury,2022.0,Industrial,10,773250.0,0.7097125
Waterbury,2022.0,Residential,2017,203750.0,0.4462230664204452
Waterbury,2022.0,Vacant Land,50,26875.0,0.8337940320394737
Waterbury,2023.0,Apartments,25,600000.0,0.38807200000000003
Waterbury,2023.0,Commercial,98,361250.0,1.3001367346938775
Waterbury,2023.0,Industrial,4,1680000.0,0.524375
Waterbury,2023.0,Residential,1531,225007.0,0.5023482037883736
Waterbury,2023.0,Vacant Land,64,16250.0,1.7872859375
Waterbury,2024.0,Apartments,24,622000.0,1.5535083333333333
Waterbury,2024.0,Commercial,54,352500.0,0.8561518518518518
Waterbury,2024.0,Industrial,7,500000.0,0.6352
Waterbury,2024.0,Residential,949,250000.0,0.4867828240252898
Waterbury,2024.0,Vacant Land,38,33000.0,0.8908842105263158
Waterford,2001.0,nan,134,125000.0,0.718746900738806
Waterford,2002.0,nan,423,156500.0,1.3685020667470449
Waterford,2003.0,nan,131,189800.0,0.4941418021724806
Waterford,2004.0,nan,503,317000.0,0.7532545843725099
Waterford,2005.0,nan,483,235000.0,0.577834524047619
Waterford,2006.0,Condo,13,203975.0,0.4673213041666667
Waterford,2006.0,Single Family,69,282878.0,0.7988162687486934
Waterford,2006.0,Two Family,1,95000.0,0.931578947
Waterford,2006.0,nan,362,260000.0,0.5540037359735525
Waterford,2007.0,Condo,44,198800.0,0.45339503420512817
Waterford,2007.0,Single Family,227,275500.0,0.5841770243298241
Waterford,2007.0,Two Family,2,252500.0,0.49419937199999997
Waterford,2007.0,nan,29,161250.0,1.5238184106413044
Waterford,2008.0,Condo,9,161000.0,0.7006735818888888
Waterford,2008.0,Single Family,58,223500.0,1.077795007275862
Waterford,2008.0,nan,3,95000.0,1.0087825923333333
Waterford,2009.0,Condo,39,175000.0,0.779963620974359
Waterford,2009.0,Single Family,212,226250.0,0.9815897088490566
Waterford,2009.0,Two Family,1,120000.0,1.518666667
Waterford,2009.0,nan,23,135000.0,3.0220726327391305
Waterford,2010.0,Condo,28,159500.0,0.7539622161428571
Waterford,2010.0,Single Family,208,227000.0,1.8701734648894228
Waterford,2010.0,Two Family,1,110000.0,1.705363636
Waterford,2010.0,nan,20,122500.0,1.4060857712631578
Waterford,2011.0,Condo,36,155500.0,0.9187803026944444
Waterford,2011.0,Single Family,210,206750.0,1.2493575438809525
Waterford,2011.0,Two Family,2,280586.0,1.0785372629999999
Waterford,2011.0,nan,34,147500.0,1.4341664298484849
Waterford,2012.0,Condo,28,149000.0,1.0574549430714286
Waterford,2012.0,Single Family,201,206500.0,1.1114705939552239
Waterford,2012.0,nan,25,125000.0,0.9091798327083334
Waterford,2013.0,Condo,7,131750.0,0.6671885605714286
Waterford,2013.0,Single Family,65,216750.0,0.7773254038083333
Waterford,2013.0,nan,4,86252.0,0.9078588645
Waterford,2014.0,Condo,33,132375.0,0.7350399366804511
Waterford,2014.0,Single Family,308,203775.0,0.8741260937008929
Waterford,2014.0,Three Family,1,330000.0,0.695060606
Waterford,2014.0,Two Family,2,155000.0,1.2992085105
Waterford,2014.0,nan,26,100000.0,1.17063251754375
Waterford,2015.0,Condo,58,134750.0,0.8259303332413793
Waterford,2015.0,Four Family,2,360000.0,0.8668002145
Waterford,2015.0,Single Family,322,207250.0,0.9686526437329193
Waterford,2015.0,Three Family,1,225000.0,0.712888889
Waterford,2015.0,Two Family,4,210000.0,1.03264191425
Waterford,2015.0,nan,20,85000.0,1.7932404705
Waterford,2016.0,Condo,40,152500.0,0.724344761
Waterford,2016.0,Single Family,362,210000.0,0.9024589161325968
Waterford,2016.0,Two Family,2,218500.0,0.881538647
Waterford,2016.0,nan,41,72500.0,3.740791999731707
Waterford,2017.0,Condo,16,122500.0,0.84549218575
Waterford,2017.0,Single Family,266,226000.0,0.8574379492443609
Waterford,2017.0,Two Family,2,238000.0,0.664994203
Waterford,2017.0,nan,11,369050.0,1.2703755583611112
Waterford,2018.0,Condo,9,127500.0,0.6803166666666667
Waterford,2018.0,Single Family,78,237250.0,0.7401871259516128
Waterford,2018.0,Three Family,1,209272.0,0.6887
Waterford,2018.0,nan,13,495450.0,0.7457180081499999
Waterford,2019.0,Condo,68,142940.0,0.609194327624506
Waterford,2019.0,Four Family,1,273563.0,0.6459
Waterford,2019.0,Single Family,368,237500.0,0.8886703912291531
Waterford,2019.0,Two Family,4,180000.0,0.8348166666666668
Waterford,2019.0,nan,36,140000.0,0.8971355097301587
Waterford,2020.0,Commercial,2,274250.0,0.7050181525
Waterford,2020.0,Condo,44,163000.0,0.5554659090909091
Waterford,2020.0,Residential,159,259000.0,0.6525148471194968
Waterford,2020.0,Single Family,270,238750.0,0.6372682156133829
Waterford,2020.0,Three Family,1,470000.0,0.9029
Waterford,2020.0,Two Family,5,295000.0,0.85122
Waterford,2020.0,Vacant Land,18,150000.0,1.555466809111111
Waterford,2020.0,nan,23,147000.0,0.9576739130434782
Waterford,2021.0,Commercial,18,305000.0,0.6892492978333333
Waterford,2021.0,Industrial,1,475000.0,0.3363
Waterford,2021.0,Public Utility,1,34594.0,0.534485749
Waterford,2021.0,Residential,545,280000.0,0.6597383916055046
Waterford,2021.0,Vacant Land,40,155000.0,0.9498860372
Waterford,2022.0,Commercial,19,300000.0,0.6184936312105263
Waterford,2022.0,Residential,313,300000.0,0.5483186221341854
Waterford,2022.0,Vacant Land,24,50000.0,0.8430299147083332
Waterford,2023.0,Commercial,3,427500.0,0.9517666666666668
Waterford,2023.0,Residential,79,310000.0,0.6885392405063291
Waterford,2023.0,Vacant Land,5,60000.0,4.24618
Waterford,2024.0,Commercial,8,475000.0,0.6454
Waterford,2024.0,Residential,249,355000.0,1.0116465863453816
Waterford,2024.0,Vacant Land,10,202500.0,0.6522300000000001
Watertown,2001.0,nan,120,155000.0,1.1695663697833334
Watertown,2002.0,nan,400,160950.0,1.1206718967143787
Watertown,2003.0,nan,344,175450.0,0.7769461651472269
Watertown,2004.0,nan,133,225000.0,0.6337396772631578
Watertown,2005.0,nan,538,231900.0,0.6196357797331461
Watertown,2006.0,Condo,10,211225.0,0.4556949327083334
Watertown,2006.0,Single Family,57,269500.0,0.6309717140683762
Watertown,2006.0,Two Family,8,224950.0,0.6131524991
Watertown,2006.0,nan,336,170000.0,8.333619923582582
Watertown,2007.0,Condo,31,202500.0,0.46029786379824555
Watertown,2007.0,Single Family,230,267450.0,0.5800922511275514
Watertown,2007.0,Three Family,8,257500.0,0.5056148908333333
Watertown,2007.0,Two Family,11,213125.0,0.55270615275
Watertown,2007.0,nan,50,180000.0,1.538792503924985
Watertown,2008.0,Condo,14,166250.0,0.5348476283846153
Watertown,2008.0,Single Family,150,236500.0,0.6202094114733333
Watertown,2008.0,Three Family,1,56607.0,2.800007066
Watertown,2008.0,Two Family,5,260000.0,0.6493628166
Watertown,2008.0,nan,38,177450.0,0.5665790258421053
Watertown,2009.0,Condo,8,209000.0,0.66228341825
Watertown,2009.0,Single Family,54,195050.0,1.5244279983703704
